product,adverse_event,count,ROR05
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERAL, MULTIVITAMIN) TABLET",CHOKING,4,1.75598752740399
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERAL, MULTIVITAMINS) TABLET",CHOKING,12,2.40934911684016
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERAL, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,5,2.17647818519644
CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS MULTIVITAMINS) TABLET,OESOPHAGEAL INJURY,4,4.95612446371369
CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS MULTIVITAMINS) TABLET,CHOKING,8,2.11635680075659
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS)",CHOKING,6,2.85172860769177
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,123,2.69745342926932
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,49,2.05216767746737
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,34,2.15183557687046
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,15,1.82941974499842
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,12,1.77522466191957
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",COELIAC DISEASE,6,1.02441676106384
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS)TABLET",CHOKING,3,2.16028412847485
"CENTRUM SILVER ULTRA WOMEN'S (MULTIVITAMINS, MULTIMINERALS) TABLET",CHOKING,4,1.87347279071766
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,37,2.59634838940527
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,OESOPHAGEAL INJURY,5,3.69532016915801
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,DRUG INTOLERANCE,3,3.99521670536089
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,14,1.79420334500733
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,RETCHING,4,1.51516051220566
"CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS, MULTIVITAMINS TABLET",CHOKING,10,2.45820499195438
"CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS, MULTIVITAMINS TABLET",DYSPHAGIA,5,1.91155113419615
CENTRUM SILVER ULTRA WOMEN'S TABLET,CHOKING,9,2.71029029562694
CENTRUM SILVER ULTRA WOMENS,CHOKING,12,2.3630012827821
CENTRUM SILVER ULTRA WOMENS,DYSPHAGIA,4,1.22334440029718
CENTRUM SILVER ULTRA WOMENS MULTIMINERAL MULTIVITAMINS,CHOKING,5,1.77753343568925
CENTRUM SILVER ULTRA WOMENS MULTIMINERAL MULTIVITAMINS TABLET,CHOKING,24,2.50779736230018
CENTRUM SILVER ULTRA WOMENS MULTIMINERAL MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,8,2.04373881840664
CENTRUM SILVER ULTRA WOMENS MULTIMINERAL MULTIVITAMINS TABLET,OROPHARYNGEAL PAIN,4,2.04451098619762
CENTRUM SILVER ULTRA WOMENS MULTIMINERAL MULTIVITAMINS TABLET,DYSPHAGIA,8,1.48028152499132
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMIN TABLET,CHOKING,3,1.4648843201405
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS,CHOKING,12,2.50911591189599
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS,DYSPHAGIA,5,1.69008292291925
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,110,2.84203811788628
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,39,2.00081248041997
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,26,2.0422954812417
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,RETCHING,11,1.88263771716105
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,OESOPHAGEAL INJURY,5,2.62777554604153
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,VITAMIN D DECREASED,3,2.62694591086572
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,OROPHARYNGEAL PAIN,8,1.52662510819754
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,THROAT IRRITATION,8,1.2110832854328
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING SENSATION,3,1.28770660683595
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLETS,CHOKING,3,1.4648843201405
CENTRUM SILVER ULTRA WOMENS TABLET,CHOKING,3,2.16028412847485
"CENTRUM SILVER ULTRA WOMENS (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,3,1.7593351676478
"CENTRUM SILVER WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,3,1.33374854662701
"CENTRUM SILVER WOMEN'S 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,5,2.06012409124408
"CENTRUM SILVER WOMEN'S 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,3,1.77757892919064
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,20,2.22933901021102
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,15,2.42388160270184
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",OESOPHAGEAL INJURY,3,3.36372787627042
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,5,1.3648585095519
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,3,1.53129475232469
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,3,1.29430440782886
CENTRUM SILVER WOMEN'S 50 + MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,3,1.60176759846217
"CENTRUM SILVER WOMEN'S 50 PLUS (MUL TIMINERALS, MULTIVITAMINS) TABLET",CHOKING,5,2.30467671212949
"CENTRUM SILVER WOMEN'S 50 PLUS (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,14,2.64407991690626
"CENTRUM SILVER WOMEN'S 50 PLUS (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,7,2.10974545282248
"CENTRUM SILVER WOMEN'S 50 PLUS (MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,3,2.2786095553281
"CENTRUM SILVER WOMEN'S 50 PLUS (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,3,1.32089204580328
CENTRUM SILVER WOMEN'S 50 PLUS MULTIMINERALS  MULTIVITAMINS TABLET,CHOKING,4,2.33488259285499
CENTRUM SILVER WOMEN'S 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,18,2.51220069530907
CENTRUM SILVER WOMEN'S 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,THROAT IRRITATION,3,1.63277119401044
CENTRUM SILVER WOMEN'S 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,4,1.36854450542234
CENTRUM SILVER WOMEN'S 50+,CHOKING,25,2.39249620241221
CENTRUM SILVER WOMEN'S 50+,DYSPHAGIA,11,1.79900165982766
CENTRUM SILVER WOMEN'S 50+,FOREIGN BODY TRAUMA,7,1.70945930605
"CENTRUM SILVER WOMEN'S 50+  (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,4,2.00617749972279
"CENTRUM SILVER WOMEN'S 50+  (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,3,2.10382652285584
CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS + MULTIVITAMINS) TABLET,CHOKING,3,1.7593351676478
CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS MULTIVITAMINS) TABLET,CHOKING,18,2.16867448611082
CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS MULTIVITAMINS) TABLET,DYSPHAGIA,12,2.18595240615181
CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS MULTIVITAMINS) TABLET,FOREIGN BODY TRAUMA,6,1.72361539760027
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,466,2.65304121801415
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,259,2.50789975818772
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,140,2.31978577723782
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,71,2.24860162744146
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,38,1.72592289559357
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",BODY HEIGHT DECREASED,7,2.04899534250557
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",COELIAC DISEASE,20,1.130192044741
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",FEAR,15,1.2170481253792
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",PHARYNGEAL INJURY,8,1.68952505830302
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",OROPHARYNGEAL PAIN,20,1.00607368093736
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY,20,0.742021057592487
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",APPARENT DEATH,4,1.205797226241
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",PANIC REACTION,3,1.38413915620999
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",MACULAR DEGENERATION,5,1.02974867716157
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",HYPOTHYROIDISM,4,1.13790531612718
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",DRUG INTOLERANCE,3,1.23326443920595
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",OESOPHAGEAL INJURY,5,0.919229697568691
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMIN,CHOKING,5,2.17511031275419
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMIN TABLET,FOREIGN BODY TRAUMA,3,2.43761522515763
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMIN TABLET,CHOKING,4,1.75598752740399
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,104,2.51359310413002
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,56,2.29070287009292
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,THROAT IRRITATION,16,1.97023413982223
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,22,1.65312751077554
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,RETCHING,13,1.93743029985364
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,OESOPHAGEAL INJURY,4,2.12672739893596
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,ARTHROPATHY,3,2.38398066563631
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,FEAR,5,1.26177600555907
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLETS,CHOKING,3,1.4648843201405
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINSTABLET,CHOKING,5,2.17511031275419
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINSTABLET,DYSPHAGIA,3,1.87511539617998
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",CHOKING,53,2.27764772003341
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",DYSPHAGIA,33,2.2496573731731
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",FOREIGN BODY TRAUMA,10,1.2150257550953
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",RETCHING,6,1.46384774915946
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",FOREIGN BODY,5,1.01753164201402
CENTRUM SILVER WOMEN'S 50+ TABLET,DYSPHAGIA,6,1.90263659341508
CENTRUM SILVER WOMEN'S 50+ TABLET,CHOKING,6,1.26334619088082
"CENTRUM SILVER WOMEN'S 50+(MUL TIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,6,2.11305506627929
"CENTRUM SILVER WOMEN'S 50+(MUL TIMINERALS, MULTIVITAMINS) TABLET",CHOKING,6,1.47375658741129
"CENTRUM SILVER WOMEN'S 50+(MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,27,2.06096777502938
"CENTRUM SILVER WOMEN'S 50+(MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,17,2.0339268126955
CENTRUM SILVER WOMENS 50 MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,7,2.08983410753266
CENTRUM SILVER WOMENS 50 MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,8,1.72589062072697
CENTRUM SILVER WOMENS 50 MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,10,1.42001217807123
CENTRUM SILVER WOMENS 50 PLUS,CHOKING,3,2.16028412847485
CENTRUM SILVER WOMENS 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,10,1.89521679676249
CENTRUM SILVER WOMENS 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,5,1.44469235892325
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,4,2.51254939593434
CENTRUM SILVER WOMENS 50+ (MULTIMINERALS MULTIVITAMIN) TABLET,CHOKING,5,1.95686524889931
CENTRUM SILVER WOMENS 50+ (MULTIMINERALS MULTIVITAMIN) TABLET,DYSPHAGIA,3,1.68864341582315
CENTRUM SILVER WOMENS 50+ (MULTIMINERALS MULTIVITAMINS) TABLET,CHOKING,5,1.37681004324341
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,54,2.59520556672896
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,39,2.74022804361867
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",COELIAC DISEASE,6,1.87600957673219
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,10,1.43285753772075
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",OESOPHAGEAL INJURY,3,2.46642325679845
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,5,1.17477108907668
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,CHOKING,70,2.84661832635505
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,DYSPHAGIA,49,2.92174678094327
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,RETCHING,9,2.12378292192697
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,THROAT IRRITATION,8,1.72190375438276
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,FOREIGN BODY TRAUMA,9,1.16164605928707
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,CHOKING SENSATION,3,1.78941298328634
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN TABLET,CHOKING,9,2.32718606043566
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN TABLET,DYSPHAGIA,5,1.96240379480137
"CENTRUM ULTRA WOMEN'S (MULTIMINERAL, MULTIVITAMIN) TABLET",CHOKING,7,1.47032079432019
"CENTRUM ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,29,2.50962481977893
"CENTRUM ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,10,2.85035256787426
"CENTRUM ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,15,2.14365442379815
CENTRUM ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,9,2.26557614356057
CENTRUM ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,4,1.54665157321177
CENTRUM ULTRA WOMENS,CHOKING,3,2.37950033833822
CENTRUM ULTRA WOMENS MULTIMINERAL MULTIVITAMINS TABLET,CHOKING,4,1.18005138116199
CENTRUM ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,22,2.45161556743837
CENTRUM ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,11,2.01793920089841
CENTRUM ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,5,1.41515358797004
CENTRUM ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,RETCHING,3,1.58033941207931
CENTRUM ULTRA WOMENS MULTIVITAMINS MULTIMINERALS TABLET,CHOKING,3,1.94368090213477
"CENTRUM WOMEN UNDER 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,21,2.22642809898604
"CENTRUM WOMEN UNDER 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,11,1.89413212339677
"CENTRUM WOMEN UNDER 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,5,2.26061625321059
"CENTRUM WOMEN UNDER 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,5,2.02313476052106
CENTRUM WOMEN UNDER 50 MULTIMINERALS MULTIVITAMIN,CHOKING,3,1.94368090213477
CENTRUM WOMEN UNDER 50 MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,9,2.62092615608463
CENTRUM WOMEN UNDER 50 MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,3,1.33374854662701
"CENTRUM WOMEN UNDER 50 MULTIMINERALS, MULTIVITAMINS TABLET",DYSPHAGIA,4,2.51254939593434
"CENTRUM WOMEN UNDER 50 MULTIMINERALS, MULTIVITAMINS TABLET",CHOKING,4,1.87347279071766
CERTIFIED ORGANIC JUICE CLEANSE GREENS (DIETARY SUPPLEMENT) POWDER,GASTRIC DISORDER,3,3.87335774203744
CHAPARRAL (LARREA TREDENTATA) 500MG,BLOOD ALKALINE PHOSPHATASE INCREASED,3,2.9035520368875
CHAPARRAL (LARREA TREDENTATA) 500MG,ASPARTATE AMINOTRANSFERASE INCREASED,3,2.27910032311787
CHAPARRAL (LARREA TREDENTATA) 500MG,ALANINE AMINOTRANSFERASE INCREASED,3,2.2503549663926
CHOLACOL,BLOOD ALKALINE PHOSPHATASE INCREASED,4,3.49443714244874
CHOLECALCIFEROL,HYPERCALCAEMIA,3,3.89687442762516
CHONDROITIN,ALOPECIA,4,1.09080126442622
CHROMIUM PICOLINATE,HYPOTENSION,3,1.63639553610514
CITRACAL (CHOLECALCIFEROL + CALCIUM CITRATE) COATED TABLET,CHOKING,11,1.34102893052413
CITRACAL (CHOLECALCIFEROL + CALCIUM CITRATE) COATED TABLET,RETCHING,3,1.54737737467863
CITRACAL CALCIUM + D SLOW RELEASE 1200,CHOKING,3,1.60176759846217
"CITRACAL CALCIUM + D SLOW RELEASE 1200 (CALCIUM CARBONATE, CALCIUM CITRATE, VITAMIN D, MAGNESIUM HYDROXIDE) FILM-COATED TABLET",CHOKING,11,2.08893778495615
"CITRACAL CALCIUM + D SLOW RELEASE 1200 (CALCIUM CARBONATE, CALCIUM CITRATE, VITAMIN D, MAGNESIUM HYDROXIDE) FILM-COATED TABLET",FOREIGN BODY TRAUMA,4,1.68741206214942
"CITRACAL CALCIUM+ D SLOW RELEASE 1200 (CALCIUM CARBONATE, CALCIUM CITRATE, VITAMIN D, MAGNESIUM HYDROXIDE) FILM-COATED TABLET",CHOKING,4,1.65068876542158
"CITRACAL CALCIUM+ D SLOW RELEASE 1200(CALCIUM CARBONATE, CALCIUM CITRATE, VITAMIN D, MAGNESIUM HYDROXIDE) FILM-COATED TABLET",PAIN IN EXTREMITY,3,2.91065688995162
CITRACAL CHOLECALCIFEROL  CALCIUM CITRATE COATED TABLET,CHOKING,5,1.49342240968398
CITRACAL CHOLECALCIFEROL + CALCIUM CITRATE COATED TABLET,CHOKING,4,1.75598752740399
CITRACAL CHOLECALCIFEROL PLUS CALCIUM CITRATE COATED TABLET,CHOKING,3,2.37950033833822
CITRACAL MAXIMUM,CHOKING,8,1.80837630238779
CITRACAL MAXIMUM,FOREIGN BODY TRAUMA,4,1.89537037455182
CITRACAL MAXIMUM ( CHOLECALCIFEROL+ CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,3,1.7593351676478
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE),CHOKING,4,1.31382746189336
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,66,2.15191400024792
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,PHARYNGEAL INJURY,7,3.28157063965727
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,13,1.99274046400505
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,THROAT IRRITATION,13,1.93700839720047
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,REGURGITATION,5,3.04622462486379
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,RETCHING,10,1.82423506694076
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,DYSPHAGIA,20,1.20911554926291
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,LACERATION,3,2.1538384085831
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY TRAUMA,11,0.98923805347457
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING SENSATION,3,1.35637501488084
CITRACAL MAXIMUM (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,16,2.17152438569231
CITRACAL MAXIMUM (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,5,2.38073756904919
CITRACAL MAXIMUM (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,NEPHROLITHIASIS,3,2.13136181703864
CITRACAL MAXIMUM (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,RETCHING,3,1.763714370158
CITRACAL MAXIMUM CAPLETS + D,FOREIGN BODY TRAUMA,3,1.50517802381669
CITRACAL MAXIMUM CHOLECALCIFEROL  CALCIUM CITRATE FILM COATED TABLET,CHOKING,6,1.42797946733914
CITRACAL MAXIMUM CHOLECALCIFEROL + CALCIUM CITRATE FILM COATED TABLET,CHOKING,8,1.72376840043063
CITRACAL MAXIMUM CHOLECALCIFEROL + CALCIUM CITRATE FILM COATED TABLET,OROPHARYNGEAL PAIN,3,2.3896872674331
CITRACAL MAXIMUM CHOLECALCIFEROL + CALCIUM CITRATE FILM-COATED TABLET,CHOKING,13,2.0582555345809
CITRACAL MAXIMUM CHOLECALCIFEROL + CALCIUM CITRATE FILM-COATED TABLET,FOREIGN BODY,4,2.21564228374496
CITRACAL MAXIMUM CHOLECALCIFEROL CALCIUM CITRATE,CHOKING,3,1.60176759846217
CITRACAL MAXIMUM CHOLECALCIFEROL CALCIUM CITRATE FILM COATED TABLET,CHOKING,11,2.40274320924889
CITRACAL MAXIMUM CHOLECALCIFEROL PLUS CALCIUM CITRATE FILM COATED TABLET,CHOKING,8,1.72376840043063
CITRACAL MAXIMUM CHOLECALCIFEROL PLUS CALCIUM CITRATE FILM COATED TABLET,FOREIGN BODY TRAUMA,4,1.82114369540858
CITRACAL MAXIMUM CHOLECALCIFEROL PLUS CALCIUM CITRATE FILM COATED TABLET,COUGH,3,2.00002002108683
CITRACAL MAXIMUM FILM-COATED TABLET,CHOKING,7,2.14488925554618
CITRACAL MAXIMUM FILM-COATED TABLET,DYSPHAGIA,5,2.19643429780424
CITRACAL MAXIMUM(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,12,1.67311544997283
CITRACAL MAXIMUM(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,4,1.99712509398425
CITRACAL MAXIMUM(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,COUGH,3,1.41143310933706
CITRACAL MAXIMUM(CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,DYSPHAGIA,5,1.00028664049827
CITRACAL PETITES (CALCIUM CITRATE),FOREIGN BODY TRAUMA,4,1.7520452095459
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE),CHOKING,3,1.60176759846217
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM COATED TABLET,CHOKING,4,1.18005138116199
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,93,2.89386671301045
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,DYSPHAGIA,24,1.60578278076692
