product,adverse_event,count,IC025
"CENTRUM SILVER (MULTIMINERALS, MULTIVITAMINS) TABLET",OSTEOPOROSIS,3,0.262153841250869
"CENTRUM SILVER (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,7,0.179183245161415
"CENTRUM SILVER (MULTIMINERALS, MULTIVITAMINS) TABLET",CEREBROVASCULAR ACCIDENT,7,0.134920199217739
"CENTRUM SILVER (MULTIMINERALS, MULTIVITAMINS) UNKNOWN",CHOKING,5,0.238159568768045
CENTRUM SILVER ADULTS 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,4,0.388652755822793
CENTRUM SILVER ADULTS 50+,CHOKING,4,0.0676521833430361
"CENTRUM SILVER ADULTS 50+ (MULTIMINERALS, MULTIVITAMINS)",CHOKING,4,0.195565439415519
"CENTRUM SILVER ADULTS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,44,1.85429246733484
"CENTRUM SILVER ADULTS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,64,1.70522110736781
"CENTRUM SILVER ADULTS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,8,0.75540431018482
"CENTRUM SILVER ADULTS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",OESOPHAGEAL PAIN,3,0.360248884152128
"CENTRUM SILVER ADULTS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",CONDITION AGGRAVATED,4,0.35197253285113
"CENTRUM SILVER ADULTS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,8,0.179807168687729
"CENTRUM SILVER ADULTS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY,5,0.103794993607983
"CENTRUM SILVER ADULTS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",FEELING ABNORMAL,5,0.0933560148206666
CENTRUM SILVER ADULTS 50+ MULTIMINERALS MULTIVITAMIN,CHOKING,22,1.48075535195473
CENTRUM SILVER ADULTS 50+ MULTIMINERALS MULTIVITAMIN,DYSPHAGIA,9,0.801404417667109
CENTRUM SILVER ADULTS 50+ MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,8,0.952687263114553
CENTRUM SILVER ADULTS 50+ MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,5,0.611735409494344
"CENTRUM SILVER ADULTS 50+ MULTIMINERALS, MULTIVITAMINS TABLET",DYSPHAGIA,5,0.866553684659797
"CENTRUM SILVER ADULTS 50+ MULTIMINERALS, MULTIVITAMINS TABLET",CHOKING,4,0.210044285576658
CENTRUM SILVER ADULTS 50+ TABLET,DYSPHAGIA,4,0.630904979224108
"CENTRUM SILVER ADULTS 50+(MUL TIMINERALS, MULTIVITAMINS) TABLET",CHOKING,3,0.0393668686090964
"CENTRUM SILVER ADULTS 50+(MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,13,1.07954468196575
"CENTRUM SILVER ADULTS 50+(MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,9,1.04038385159896
"CENTRUM SILVER ADULTS 50+(MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,3,0.134552128726533
CENTRUM SILVER CHEWABLE TABLET,CHOKING,3,0.236413479133426
"CENTRUM SILVER MEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",COELIAC DISEASE,18,2.2491344886809
"CENTRUM SILVER MEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,26,1.41921335129569
"CENTRUM SILVER MEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY,11,1.36817292948171
"CENTRUM SILVER MEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,32,1.10144023357931
"CENTRUM SILVER MEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",BLOOD DISORDER,3,0.219181021574278
"CENTRUM SILVER MEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",VISION BLURRED,4,0.120739183724696
CENTRUM SILVER MEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,5,0.681180146154685
CENTRUM SILVER MEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,5,0.319416694630045
"CENTRUM SILVER MEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",COELIAC DISEASE,3,0.362738994848236
"CENTRUM SILVER MEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",CHOKING,5,0.35886268498852
CENTRUM SILVER MENS 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,3,0.231854282783665
"CENTRUM SILVER MENS 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,3,0.170709825861413
CENTRUM SILVER MULTIMINERALS MULTIVITAMINS,CHOKING,17,1.16279253229448
CENTRUM SILVER MULTIMINERALS MULTIVITAMINS,COELIAC DISEASE,4,0.570368171919188
CENTRUM SILVER MULTIMINERALS MULTIVITAMINS,DYSPHAGIA,7,0.464033536743252
CENTRUM SILVER MULTIMINERALS MULTIVITAMINS,DRUG INTERACTION,3,0.378148705666525
CENTRUM SILVER MULTIMINERALS MULTIVITAMINS CHEWABLE TABLET,MASTICATION DISORDER,3,0.526006725012318
CENTRUM SILVER MULTIMINERALS MULTIVITAMINS CHEWABLE TABLET,CHOKING,5,0.089020239211941
CENTRUM SILVER MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,35,1.90341831838189
CENTRUM SILVER MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,18,1.59678973499641
CENTRUM SILVER MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,9,1.08332955665044
"CENTRUM SILVER MULTIMINERALS, MULTIVITAMIN TABLET",CHOKING,3,0.2352235453677
"CENTRUM SILVER MULTIMINERALS, MULTIVITAMINS",CHOKING,4,0.47657832568521
"CENTRUM SILVER MULTIMINERALS, MULTIVITAMINS TABLET",CHOKING,8,0.757409263871036
"CENTRUM SILVER MULTIMINERALS, MULTIVITAMINS TABLET",DYSPHAGIA,5,0.479197548664942
"CENTRUM SILVER MULTIMINERALS, MULTIVITAMINS TABLET",COELIAC DISEASE,3,0.300215160425269
CENTRUM SILVER MULTIVITAMIN MULTIMINERAL SUPPLEMENT,CEREBROVASCULAR ACCIDENT,3,0.389481913253793
"CENTRUM SILVER ULTRA MEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,7,0.857311370940274
"CENTRUM SILVER ULTRA MEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,5,0.692891459266934
CENTRUM SILVER ULTRA WOMEN'S,CHOKING,37,2.11923108463185
CENTRUM SILVER ULTRA WOMEN'S,DYSPHAGIA,15,1.49520707049606
CENTRUM SILVER ULTRA WOMEN'S,FOREIGN BODY TRAUMA,11,1.46682553911963
CENTRUM SILVER ULTRA WOMEN'S,RETCHING,3,0.0129798445193789
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERAL, MULTIVITAMIN) TABLET",CHOKING,4,0.586969848439807
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERAL, MULTIVITAMINS)",CHOKING,3,0.129778936088175
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERAL, MULTIVITAMINS) TABLET",CHOKING,12,1.66672498017307
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERAL, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,5,0.95028850761832
CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS MULTIVITAMINS) TABLET,CHOKING,8,1.29324880528769
CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS MULTIVITAMINS) TABLET,OESOPHAGEAL INJURY,4,0.970776715750075
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS)",CHOKING,6,1.30504096241378
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,123,2.30655743185934
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,34,1.91717964842007
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,49,1.85026971845055
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,15,1.48745326969132
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,12,1.36099477182481
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",COELIAC DISEASE,6,0.539457116917666
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",FEELING ABNORMAL,5,0.0063321594392124
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS)TABLET",CHOKING,3,0.354765540310191
"CENTRUM SILVER ULTRA WOMEN'S (MULTIVITAMINS, MULTIMINERALS) TABLET",CHOKING,4,0.639698770039374
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,37,2.12699562076082
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,14,1.40652843061173
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,OESOPHAGEAL INJURY,5,1.23544853357664
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,RETCHING,4,0.492701983211864
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,DRUG INTOLERANCE,3,0.477817548013892
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,5,0.346505366594143
"CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS, MULTIVITAMINS TABLET",CHOKING,10,1.57446013936087
"CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS, MULTIVITAMINS TABLET",DYSPHAGIA,5,0.853956585627872
CENTRUM SILVER ULTRA WOMEN'S TABLET,CHOKING,9,1.62292647043789
CENTRUM SILVER ULTRA WOMENS,CHOKING,12,1.64376878072577
CENTRUM SILVER ULTRA WOMENS,DYSPHAGIA,4,0.367494119132795
CENTRUM SILVER ULTRA WOMENS MULTIMINERAL MULTIVITAMINS,CHOKING,5,0.804841545278597
CENTRUM SILVER ULTRA WOMENS MULTIMINERAL MULTIVITAMINS TABLET,CHOKING,24,1.97757567427875
CENTRUM SILVER ULTRA WOMENS MULTIMINERAL MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,8,1.30107579327059
CENTRUM SILVER ULTRA WOMENS MULTIMINERAL MULTIVITAMINS TABLET,DYSPHAGIA,8,0.9700506755735
CENTRUM SILVER ULTRA WOMENS MULTIMINERAL MULTIVITAMINS TABLET,OROPHARYNGEAL PAIN,4,0.665722620363357
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMIN TABLET,CHOKING,3,0.183543977880131
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS,CHOKING,12,1.71406116921001
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS,DYSPHAGIA,5,0.763754040198965
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,110,2.39773938833485
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,39,1.78682337446691
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,26,1.77896546219452
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,RETCHING,11,1.40268648889098
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,OESOPHAGEAL INJURY,5,1.08096121431566
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,OROPHARYNGEAL PAIN,8,1.00286114392886
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,THROAT IRRITATION,8,0.805993425016915
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,VITAMIN D DECREASED,3,0.378380850046164
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING SENSATION,3,0.0895460689524738
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLETS,CHOKING,3,0.17526411118792
CENTRUM SILVER ULTRA WOMENS TABLET,CHOKING,3,0.368329752613478
"CENTRUM SILVER ULTRA WOMENS (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,3,0.272238782519409
"CENTRUM SILVER WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,3,0.118381001838144
"CENTRUM SILVER WOMEN'S 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,5,0.911011453570623
"CENTRUM SILVER WOMEN'S 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,3,0.268539091524473
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,15,1.83750351742787
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,20,1.75893886507427
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,5,0.606400602929026
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",OESOPHAGEAL INJURY,3,0.443304943164781
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,3,0.153996787449252
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,3,0.0863587020930617
CENTRUM SILVER WOMEN'S 50 + MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,3,0.235249119541999
"CENTRUM SILVER WOMEN'S 50 PLUS (MUL TIMINERALS, MULTIVITAMINS) TABLET",CHOKING,5,0.990457574006718
"CENTRUM SILVER WOMEN'S 50 PLUS (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,14,1.85532628921848
"CENTRUM SILVER WOMEN'S 50 PLUS (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,7,1.22156415815971
"CENTRUM SILVER WOMEN'S 50 PLUS (MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,3,0.340949036737389
"CENTRUM SILVER WOMEN'S 50 PLUS (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,3,0.110815955813977
CENTRUM SILVER WOMEN'S 50 PLUS MULTIMINERALS  MULTIVITAMINS TABLET,CHOKING,4,0.744856905726264
CENTRUM SILVER WOMEN'S 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,18,1.89219957223309
CENTRUM SILVER WOMEN'S 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,4,0.430752417808575
CENTRUM SILVER WOMEN'S 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,THROAT IRRITATION,3,0.197341653604609
CENTRUM SILVER WOMEN'S 50+,CHOKING,25,1.91893982340553
CENTRUM SILVER WOMEN'S 50+,DYSPHAGIA,11,1.32603407211624
CENTRUM SILVER WOMEN'S 50+,FOREIGN BODY TRAUMA,7,1.03511990193384
"CENTRUM SILVER WOMEN'S 50+  (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,4,0.674558705654347
"CENTRUM SILVER WOMEN'S 50+  (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,3,0.322474993900442
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERAL, MULTIVITAMINS) TABLET",DYSPHAGIA,3,0.0827173418341745
CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS + MULTIVITAMINS) TABLET,CHOKING,3,0.261655087095389
CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS MULTIVITAMINS) TABLET,CHOKING,18,1.69459902693481
CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS MULTIVITAMINS) TABLET,DYSPHAGIA,12,1.59651801656026
CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS MULTIVITAMINS) TABLET,FOREIGN BODY TRAUMA,6,0.923116218355979
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIMINERALS) TABLET",CHOKING,3,0.139756830138336
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,466,2.27256742969278
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,259,2.26708351786898
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,140,2.14451831795788
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,71,2.07729394901327
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,38,1.5750641111579
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",BODY HEIGHT DECREASED,7,1.2031736552126
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",PHARYNGEAL INJURY,8,1.10331859532474
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",FEAR,15,1.00604982060386
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",COELIAC DISEASE,20,0.977448599683396
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",OROPHARYNGEAL PAIN,20,0.865752845024787
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY,20,0.6263838264933
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",MACULAR DEGENERATION,5,0.417031247003153
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",OESOPHAGEAL INJURY,5,0.36261402803893
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",APPARENT DEATH,4,0.350770726958458
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",HYPOTHYROIDISM,4,0.334539275566713
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",PANIC REACTION,3,0.128101071584245
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",DRUG INTOLERANCE,3,0.0775197430638526
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMIN,CHOKING,5,0.939507414001017
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMIN TABLET,CHOKING,4,0.588547806278141
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMIN TABLET,FOREIGN BODY TRAUMA,3,0.372890027180513
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS,CHOKING,3,0.148181007543941
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,104,2.17326478069725
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,56,2.05911550043442
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,THROAT IRRITATION,16,1.60684582247861
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,RETCHING,13,1.51263539973789
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,22,1.43199925049907
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,OESOPHAGEAL INJURY,4,0.680317919739035
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,FEAR,5,0.562983787092111
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,ARTHROPATHY,3,0.364065151368713
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY,6,0.307906182499927
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLETS,CHOKING,3,0.198745273660182
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINSTABLET,CHOKING,5,0.950945491425532
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINSTABLET,DYSPHAGIA,3,0.292715440957384
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",CHOKING,53,1.96001609777789
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",DYSPHAGIA,33,1.95472828165425
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",FOREIGN BODY TRAUMA,10,0.889663200215993
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",RETCHING,6,0.802052884801821
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",FOREIGN BODY,5,0.425964493556903
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",THROAT IRRITATION,4,0.0437809192193715
CENTRUM SILVER WOMEN'S 50+ TABLET,DYSPHAGIA,6,1.0079606195453
CENTRUM SILVER WOMEN'S 50+ TABLET,CHOKING,6,0.671689509304809
"CENTRUM SILVER WOMEN'S 50+(MUL TIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,6,1.09496877728615
"CENTRUM SILVER WOMEN'S 50+(MUL TIMINERALS, MULTIVITAMINS) TABLET",CHOKING,6,0.79647936086048
"CENTRUM SILVER WOMEN'S 50+(MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,27,1.71757064652376
"CENTRUM SILVER WOMEN'S 50+(MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,17,1.63887355748493
"CENTRUM SILVER WOMEN'S 50+(MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,3,0.00861605609034467
CENTRUM SILVER WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,3,0.148602287212211
CENTRUM SILVER WOMENS 50 MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,7,1.22344620615774
CENTRUM SILVER WOMENS 50 MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,8,1.11608385116753
CENTRUM SILVER WOMENS 50 MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,10,1.00397907686886
CENTRUM SILVER WOMENS 50 PLUS,CHOKING,3,0.362170096748567
CENTRUM SILVER WOMENS 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,10,1.30308537966857
CENTRUM SILVER WOMENS 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,5,0.660374251366599
CENTRUM SILVER WOMENS 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,3,0.0711321592931665
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,4,0.799858174221241
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,3,0.147553972768758
CENTRUM SILVER WOMENS 50+ (MULTIMINERALS MULTIVITAMIN) TABLET,CHOKING,5,0.86723685387976
CENTRUM SILVER WOMENS 50+ (MULTIMINERALS MULTIVITAMIN) TABLET,DYSPHAGIA,3,0.237952459452793
CENTRUM SILVER WOMENS 50+ (MULTIMINERALS MULTIVITAMINS) TABLET,CHOKING,5,0.618000390383831
CENTRUM SILVER WOMENS 50+ (MULTIMINERALS MULTIVITAMINS) TABLET,DYSPHAGIA,3,0.0724422526199354
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,39,2.33479327035527
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,54,2.18129792820546
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,10,1.04931753452216
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",COELIAC DISEASE,6,1.00383163185764
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,5,0.513368717459917
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",OESOPHAGEAL INJURY,3,0.381395660421202
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,DYSPHAGIA,49,2.4984045695978
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,CHOKING,70,2.36683510089
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,RETCHING,9,1.43225139709689
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,THROAT IRRITATION,8,1.13086204231888
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,FOREIGN BODY TRAUMA,9,0.809280016359127
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,CHOKING SENSATION,3,0.254163911511206
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN TABLET,CHOKING,9,1.47368609920583
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN TABLET,DYSPHAGIA,5,0.870459971545646
"CENTRUM ULTRA WOMEN'S (MULTIMINERAL, MULTIVITAMIN) TABLET",CHOKING,7,0.889641491287521
"CENTRUM ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,29,2.02387043651462
"CENTRUM ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,10,1.82958687469025
"CENTRUM ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,15,1.65978163853653
"CENTRUM ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,4,0.138809159071536
CENTRUM ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,9,1.43552858928095
CENTRUM ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,4,0.506858290214701
CENTRUM ULTRA WOMEN'S TABLET,CHOKING,3,0.0701344537596373
CENTRUM ULTRA WOMENS,CHOKING,3,0.403744974427229
CENTRUM ULTRA WOMENS MULTIMINERAL MULTIVITAMINS TABLET,CHOKING,4,0.362494069376998
CENTRUM ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,22,1.9222556661771
