product,adverse_event,count,PRR05
"CENTRUM SILVER ULTRA MEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,5,1.53681161416677
CENTRUM SILVER ULTRA WOMEN'S,CHOKING,37,2.30571011872201
CENTRUM SILVER ULTRA WOMEN'S,DYSPHAGIA,15,1.81637264412692
CENTRUM SILVER ULTRA WOMEN'S,FOREIGN BODY TRAUMA,11,1.97180250370237
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERAL, MULTIVITAMIN) TABLET",CHOKING,4,1.77905854626396
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERAL, MULTIVITAMINS)",CHOKING,3,1.42159029224413
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERAL, MULTIVITAMINS) TABLET",CHOKING,12,2.21886004958257
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERAL, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,5,2.16261478376436
CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS MULTIVITAMINS) TABLET,OESOPHAGEAL INJURY,4,4.94929642722904
CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS MULTIVITAMINS) TABLET,CHOKING,8,2.00851083874725
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS)",CHOKING,6,2.70505367647286
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,123,2.37864915051421
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,49,1.9608822517935
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,34,2.09383243718022
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,15,1.81228193124821
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,12,1.76356377770332
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",COELIAC DISEASE,6,1.02370364305335
"CENTRUM SILVER ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS)TABLET",CHOKING,3,2.34572404200012
"CENTRUM SILVER ULTRA WOMEN'S (MULTIVITAMINS, MULTIMINERALS) TABLET",CHOKING,4,1.89702543711616
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,37,2.31628962782797
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,OESOPHAGEAL INJURY,5,3.68855034965862
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,14,1.73816225750286
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,DRUG INTOLERANCE,3,3.99795964632
CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,RETCHING,4,1.5175736579569
"CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS, MULTIVITAMINS TABLET",CHOKING,10,2.27425873652476
"CENTRUM SILVER ULTRA WOMEN'S MULTIMINERALS, MULTIVITAMINS TABLET",DYSPHAGIA,5,1.8967885311584
CENTRUM SILVER ULTRA WOMEN'S TABLET,CHOKING,9,2.48879558188821
CENTRUM SILVER ULTRA WOMENS,CHOKING,12,2.18138582708964
CENTRUM SILVER ULTRA WOMENS,DYSPHAGIA,4,1.23574509905265
CENTRUM SILVER ULTRA WOMENS MULTIMINERAL MULTIVITAMINS,CHOKING,5,1.75824355837613
CENTRUM SILVER ULTRA WOMENS MULTIMINERAL MULTIVITAMINS TABLET,CHOKING,24,2.26101329681321
CENTRUM SILVER ULTRA WOMENS MULTIMINERAL MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,8,2.01191836546084
CENTRUM SILVER ULTRA WOMENS MULTIMINERAL MULTIVITAMINS TABLET,DYSPHAGIA,8,1.45503833039003
CENTRUM SILVER ULTRA WOMENS MULTIMINERAL MULTIVITAMINS TABLET,OROPHARYNGEAL PAIN,4,2.04613980162772
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMIN TABLET,CHOKING,3,1.54976380789379
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS,CHOKING,12,2.29840627069693
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS,DYSPHAGIA,5,1.6810738134715
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,110,2.47883604985163
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,39,1.91574658394686
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,26,1.99237920085982
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,RETCHING,11,1.86983791335064
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,OESOPHAGEAL INJURY,5,2.62579123680894
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,VITAMIN D DECREASED,3,2.62821484312664
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,OROPHARYNGEAL PAIN,8,1.5209322326047
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,THROAT IRRITATION,8,1.20656091895339
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING SENSATION,3,1.28992820838409
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLETS,CHOKING,3,1.54976380789379
CENTRUM SILVER ULTRA WOMENS TABLET,CHOKING,3,2.34572404200012
"CENTRUM SILVER ULTRA WOMENS (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,3,1.86959688986777
"CENTRUM SILVER WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,3,1.37307236100598
"CENTRUM SILVER WOMEN'S 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,5,2.02759256296422
"CENTRUM SILVER WOMEN'S 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,3,1.83154424482
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,20,2.047975172651
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,15,2.30714607085301
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",OESOPHAGEAL INJURY,3,3.36983284758661
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,5,1.36339172259051
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,3,1.54083505989292
"CENTRUM SILVER WOMEN'S 50 + (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,3,1.30475955897349
CENTRUM SILVER WOMEN'S 50 + MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,3,1.69687885921718
"CENTRUM SILVER WOMEN'S 50 PLUS (MUL TIMINERALS, MULTIVITAMINS) TABLET",CHOKING,5,2.25954446959577
"CENTRUM SILVER WOMEN'S 50 PLUS (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,14,2.39082836678849
"CENTRUM SILVER WOMEN'S 50 PLUS (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,7,2.05884300410015
"CENTRUM SILVER WOMEN'S 50 PLUS (MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,3,2.29513235355915
"CENTRUM SILVER WOMEN'S 50 PLUS (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,3,1.34289973989341
CENTRUM SILVER WOMEN'S 50 PLUS MULTIMINERALS  MULTIVITAMINS TABLET,CHOKING,4,2.37117716283503
CENTRUM SILVER WOMEN'S 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,18,2.2755464073406
CENTRUM SILVER WOMEN'S 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,THROAT IRRITATION,3,1.64575301863145
CENTRUM SILVER WOMEN'S 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,4,1.37531401179011
CENTRUM SILVER WOMEN'S 50+,CHOKING,25,2.17106172973301
CENTRUM SILVER WOMEN'S 50+,DYSPHAGIA,11,1.74823101260499
CENTRUM SILVER WOMEN'S 50+,FOREIGN BODY TRAUMA,7,1.69223803919842
"CENTRUM SILVER WOMEN'S 50+  (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,4,2.0310291162495
"CENTRUM SILVER WOMEN'S 50+  (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,3,2.17524846634983
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERAL, MULTIVITAMINS) TABLET",DYSPHAGIA,3,1.2042621009618
CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS + MULTIVITAMINS) TABLET,CHOKING,3,1.86959688986777
CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS MULTIVITAMINS) TABLET,CHOKING,18,2.00196317440539
CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS MULTIVITAMINS) TABLET,DYSPHAGIA,12,2.10236256605393
CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS MULTIVITAMINS) TABLET,FOREIGN BODY TRAUMA,6,1.71073243631884
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIMINERALS) TABLET",CHOKING,3,1.42159029224413
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,466,2.35746547555964
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,259,2.36239390715584
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,140,2.2491939447285
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,71,2.21653570460532
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,38,1.71218414267749
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",BODY HEIGHT DECREASED,7,2.04791866797203
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",COELIAC DISEASE,20,1.12557661404116
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",FEAR,15,1.21393044038298
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",PHARYNGEAL INJURY,8,1.68829289363832
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",OROPHARYNGEAL PAIN,20,1.00182418450792
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY,20,0.73870854055449
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",APPARENT DEATH,4,1.20595610552056
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",PANIC REACTION,3,1.38444969589948
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",MACULAR DEGENERATION,5,1.02976640839889
"CENTRUM SILVER WOMEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",HYPOTHYROIDISM,4,1.13808999088193
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMIN,CHOKING,5,2.13669234567214
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMIN TABLET,FOREIGN BODY TRAUMA,3,2.48939327444201
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMIN TABLET,CHOKING,4,1.77905854626396
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS,CHOKING,3,1.42159029224413
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,104,2.24544771827905
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,56,2.17202111361774
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,THROAT IRRITATION,16,1.94954450005722
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,22,1.62250444292072
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,RETCHING,13,1.92268925748079
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,OESOPHAGEAL INJURY,4,2.12681299052451
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,ARTHROPATHY,3,2.38513909052237
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,FEAR,5,1.26161070645355
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLETS,CHOKING,3,1.54976380789379
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINSTABLET,CHOKING,5,2.13669234567214
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINSTABLET,DYSPHAGIA,3,1.93351309952249
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",CHOKING,53,2.06842459735031
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",DYSPHAGIA,33,2.13948523060122
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",FOREIGN BODY TRAUMA,10,1.20313764643407
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",RETCHING,6,1.46068916186167
"CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS, MULTIVITAMINS TABLET",FOREIGN BODY,5,1.01818457179134
CENTRUM SILVER WOMEN'S 50+ TABLET,DYSPHAGIA,6,1.873376750329
CENTRUM SILVER WOMEN'S 50+ TABLET,CHOKING,6,1.2475210405546
"CENTRUM SILVER WOMEN'S 50+(MUL TIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,6,2.07382183036909
"CENTRUM SILVER WOMEN'S 50+(MUL TIMINERALS, MULTIVITAMINS) TABLET",CHOKING,6,1.44797690935322
"CENTRUM SILVER WOMEN'S 50+(MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,27,1.90233987703735
"CENTRUM SILVER WOMEN'S 50+(MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,17,1.95526903329813
CENTRUM SILVER WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,3,1.42159029224413
CENTRUM SILVER WOMENS 50 MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,7,2.06088849426529
CENTRUM SILVER WOMENS 50 MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,8,1.68971546755219
CENTRUM SILVER WOMENS 50 MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,10,1.36742811465899
CENTRUM SILVER WOMENS 50 PLUS,CHOKING,3,2.34572404200012
CENTRUM SILVER WOMENS 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,10,1.79656895307434
CENTRUM SILVER WOMENS 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,5,1.44082575855457
CENTRUM SILVER WOMENS 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,3,1.21496081773278
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,4,2.52259508073343
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,3,1.42159029224413
CENTRUM SILVER WOMENS 50+ (MULTIMINERALS MULTIVITAMIN) TABLET,CHOKING,5,1.92941224985202
CENTRUM SILVER WOMENS 50+ (MULTIMINERALS MULTIVITAMIN) TABLET,DYSPHAGIA,3,1.73902026550276
CENTRUM SILVER WOMENS 50+ (MULTIMINERALS MULTIVITAMINS) TABLET,CHOKING,5,1.37235736059268
CENTRUM SILVER WOMENS 50+ (MULTIMINERALS MULTIVITAMINS) TABLET,DYSPHAGIA,3,1.2042621009618
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,54,2.30977303201105
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,39,2.55610347692039
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",COELIAC DISEASE,6,1.87068423573289
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",FOREIGN BODY TRAUMA,10,1.41603791466457
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",OESOPHAGEAL INJURY,3,2.4692286388116
"CENTRUM SILVER WOMENS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,5,1.17486436978566
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,CHOKING,70,2.48425512042007
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,DYSPHAGIA,49,2.69986086925715
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,RETCHING,9,2.1085733297657
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,THROAT IRRITATION,8,1.71160229881441
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,FOREIGN BODY TRAUMA,9,1.15190940951523
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN,CHOKING SENSATION,3,1.79246952603103
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN TABLET,CHOKING,9,2.17698384911849
CENTRUM SILVER WOMENS 50+ MULTIMINERALS MULTIVITAMIN TABLET,DYSPHAGIA,5,1.94615098272874
"CENTRUM ULTRA WOMEN'S (MULTIMINERAL, MULTIVITAMIN) TABLET",CHOKING,7,1.43287297838954
"CENTRUM ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,29,2.25704352517055
"CENTRUM ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,10,2.8040346668235
"CENTRUM ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,15,2.05753536061282
CENTRUM ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,9,2.12503448359268
CENTRUM ULTRA WOMEN'S MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,4,1.55813521960457
CENTRUM ULTRA WOMEN'S TABLET,CHOKING,3,1.20604119305943
CENTRUM ULTRA WOMENS,CHOKING,3,2.71863443320453
CENTRUM ULTRA WOMENS MULTIMINERAL MULTIVITAMINS TABLET,CHOKING,4,1.20407994168007
CENTRUM ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,22,2.22085236304001
CENTRUM ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,11,1.95170611651266
CENTRUM ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,FOREIGN BODY TRAUMA,5,1.41316883389153
CENTRUM ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,RETCHING,3,1.59019297186381
CENTRUM ULTRA WOMENS MULTIVITAMINS MULTIMINERALS TABLET,CHOKING,3,2.0789722120825
"CENTRUM WOMEN UNDER 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",CHOKING,21,2.04408981106649
"CENTRUM WOMEN UNDER 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",DYSPHAGIA,11,1.83702593300248
"CENTRUM WOMEN UNDER 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",RETCHING,5,2.25428557521655
"CENTRUM WOMEN UNDER 50 (MULTIMINERALS, MULTIVITAMINS) TABLET",THROAT IRRITATION,5,2.01774615266212
CENTRUM WOMEN UNDER 50 MULTIMINERALS MULTIVITAMIN,CHOKING,3,2.0789722120825
CENTRUM WOMEN UNDER 50 MULTIMINERALS MULTIVITAMINS TABLET,CHOKING,9,2.41786108520291
CENTRUM WOMEN UNDER 50 MULTIMINERALS MULTIVITAMINS TABLET,DYSPHAGIA,3,1.37307236100598
"CENTRUM WOMEN UNDER 50 MULTIMINERALS, MULTIVITAMINS TABLET",DYSPHAGIA,4,2.52259508073343
"CENTRUM WOMEN UNDER 50 MULTIMINERALS, MULTIVITAMINS TABLET",CHOKING,4,1.89702543711616
CERTIFIED ORGANIC JUICE CLEANSE GREENS (DIETARY SUPPLEMENT) POWDER,GASTRIC DISORDER,3,3.90915695701641
CHAPARRAL (LARREA TREDENTATA) 500MG,BLOOD ALKALINE PHOSPHATASE INCREASED,3,2.9262185937115
CHAPARRAL (LARREA TREDENTATA) 500MG,ASPARTATE AMINOTRANSFERASE INCREASED,3,2.30431792252636
CHAPARRAL (LARREA TREDENTATA) 500MG,ALANINE AMINOTRANSFERASE INCREASED,3,2.27572577384344
CHOLACOL,BLOOD ALKALINE PHOSPHATASE INCREASED,4,3.49207505231371
CHOLECALCIFEROL,HYPERCALCAEMIA,3,3.90244788558764
CHONDROITIN,ALOPECIA,4,1.10035017323114
CHROMIUM PICOLINATE,HYPOTENSION,3,1.64324665909431
CITRACAL (CHOLECALCIFEROL + CALCIUM CITRATE) COATED TABLET,CHOKING,11,1.29108117981541
CITRACAL (CHOLECALCIFEROL + CALCIUM CITRATE) COATED TABLET,RETCHING,3,1.5570186925077
CITRACAL CALCIUM + D SLOW RELEASE 1200,CHOKING,3,1.69687885921718
"CITRACAL CALCIUM + D SLOW RELEASE 1200 (CALCIUM CARBONATE, CALCIUM CITRATE, VITAMIN D, MAGNESIUM HYDROXIDE) FILM-COATED TABLET",CHOKING,11,1.95877834154539
"CITRACAL CALCIUM + D SLOW RELEASE 1200 (CALCIUM CARBONATE, CALCIUM CITRATE, VITAMIN D, MAGNESIUM HYDROXIDE) FILM-COATED TABLET",FOREIGN BODY TRAUMA,4,1.6935070041636
"CITRACAL CALCIUM + D3 GUMMIES (COLECALCIFEROL, TRICALCIUM PHOSPHATE)",CHOKING,3,1.30801474943592
"CITRACAL CALCIUM+ D SLOW RELEASE 1200 (CALCIUM CARBONATE, CALCIUM CITRATE, VITAMIN D, MAGNESIUM HYDROXIDE) FILM-COATED TABLET",CHOKING,4,1.67365518508004
"CITRACAL CALCIUM+ D SLOW RELEASE 1200(CALCIUM CARBONATE, CALCIUM CITRATE, VITAMIN D, MAGNESIUM HYDROXIDE) FILM-COATED TABLET",PAIN IN EXTREMITY,3,2.9301764962564
CITRACAL CHOLECALCIFEROL  CALCIUM CITRATE COATED TABLET,CHOKING,5,1.48513246383553
CITRACAL CHOLECALCIFEROL + CALCIUM CITRATE COATED TABLET,CHOKING,4,1.77905854626396
CITRACAL CHOLECALCIFEROL PLUS CALCIUM CITRATE COATED TABLET,CHOKING,3,2.71863443320453
CITRACAL MAXIMUM,CHOKING,8,1.73448564556235
CITRACAL MAXIMUM,FOREIGN BODY TRAUMA,4,1.9009212818695
CITRACAL MAXIMUM ( CHOLECALCIFEROL+ CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,3,1.86959688986777
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE),CHOKING,4,1.33743950500368
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,66,1.96642266809843
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,PHARYNGEAL INJURY,7,3.27451962425916
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,13,1.97389074790304
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,THROAT IRRITATION,13,1.91839683809075
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,REGURGITATION,5,3.04374720433752
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,RETCHING,10,1.81297848543378
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,DYSPHAGIA,20,1.18072184227726
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,LACERATION,3,2.15551580486947
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY TRAUMA,11,0.980733078299252
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,CHOKING SENSATION,3,1.35868763054265
CITRACAL MAXIMUM (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,CHOKING,16,2.00880629146661
CITRACAL MAXIMUM (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,FOREIGN BODY,5,2.37175073970841
CITRACAL MAXIMUM (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,NEPHROLITHIASIS,3,2.14144289756675
CITRACAL MAXIMUM (CHOLECALCIFEROL +CALCIUM CITRATE) FILM-COATED TABLET,RETCHING,3,1.77488755870084
CITRACAL MAXIMUM CAPLETS + D,FOREIGN BODY TRAUMA,3,1.52994172041262
CITRACAL MAXIMUM CHOLECALCIFEROL  CALCIUM CITRATE FILM COATED TABLET,CHOKING,6,1.40453067455711
CITRACAL MAXIMUM CHOLECALCIFEROL + CALCIUM CITRATE FILM COATED TABLET,CHOKING,8,1.65773287916302
CITRACAL MAXIMUM CHOLECALCIFEROL + CALCIUM CITRATE FILM COATED TABLET,OROPHARYNGEAL PAIN,3,2.4064097919682
CITRACAL MAXIMUM CHOLECALCIFEROL + CALCIUM CITRATE FILM-COATED TABLET,CHOKING,13,1.92325184402077
CITRACAL MAXIMUM CHOLECALCIFEROL + CALCIUM CITRATE FILM-COATED TABLET,FOREIGN BODY,4,2.21748600292484
CITRACAL MAXIMUM CHOLECALCIFEROL CALCIUM CITRATE,CHOKING,3,1.69687885921718
CITRACAL MAXIMUM CHOLECALCIFEROL CALCIUM CITRATE FILM COATED TABLET,CHOKING,11,2.22042034933431
CITRACAL MAXIMUM CHOLECALCIFEROL PLUS CALCIUM CITRATE FILM COATED TABLET,CHOKING,8,1.65773287916302
CITRACAL MAXIMUM CHOLECALCIFEROL PLUS CALCIUM CITRATE FILM COATED TABLET,FOREIGN BODY TRAUMA,4,1.82689855408911
CITRACAL MAXIMUM CHOLECALCIFEROL PLUS CALCIUM CITRATE FILM COATED TABLET,COUGH,3,2.01830245971843
CITRACAL MAXIMUM FILM-COATED TABLET,CHOKING,7,2.04919622186064
